name,nationality,club,preferred.foot,position_group,age_group,overall,potential,wage,value
C. Andrew,England,Rochdale,Left,FWD,31 to 35,63,63,1000,325000
H. Amin,Afghanistan,SV Meppen,Left,DEF,25 to 30,63,64,1000,350000
R. Mišlov,Croatia,SKN St. Pölten,Right,MID,25 to 30,63,63,3000,270000
M. Berrío,Colombia,Atlético Huila,Right,DEF,21 to 25,63,76,1000,625000
M. Pinnock,England,AFC Wimbledon,Left,MID,21 to 25,63,68,2000,500000
R. Lemus,Colombia,Itagüí Leones FC,Left,MID,25 to 30,63,66,1000,450000
A. Chambers,England,Walsall,Right,MID,Over 35,63,63,1000,120000
J. Barny,Sweden,Hammarby IF,Right,MID,25 to 30,63,63,2000,375000
M. Epps,United States,Philadelphia Union,Right,MID,21 to 25,63,69,2000,500000
O. Gaines,United States,SV Darmstadt 98,Right,MID,20 and under,63,75,3000,650000
J. Wright,England,Bradford City,Right,MID,25 to 30,63,63,3000,375000
P. Siegl,Austria,TSV Hartberg,Right,DEF,21 to 25,63,66,2000,400000
M. Marrone,Australia,Adelaide United,Right,DEF,31 to 35,63,63,1000,240000
B. Rotenberg,Finland,Lokomotiv Moscow,Right,DEF,31 to 35,63,63,1000,200000
S. Mmaee,Belgium,Sint-Truidense VV,Right,DEF,21 to 25,63,70,2000,450000
L. Andrenacci,Italy,Brescia,Right,GK,21 to 25,63,68,1000,350000
T. Ishikawa,Japan,Shonan Bellmare,Right,MID,25 to 30,63,63,1000,400000
T. Baumgart,Germany,FC Erzgebirge Aue,Right,MID,20 and under,63,73,1000,600000
T. Handwerker,Germany,FC Groningen,Left,DEF,20 and under,63,75,3000,650000
Huang Zichang,China PR,Jiangsu Suning FC,Right,MID,21 to 25,63,73,3000,600000
L. Pons,Argentina,San Martin de Tucumán,Right,FWD,25 to 30,63,63,3000,375000
G. Alucema,Chile,CD Everton de Viña del Mar,Right,DEF,21 to 25,63,66,1000,375000
P. Heredia,Argentina,Belgrano de Córdoba,Right,GK,25 to 30,63,65,2000,300000
A. Cistana,Italy,Brescia,Right,DEF,21 to 25,63,73,1000,525000
S. Essende,France,KAS Eupen,Right,FWD,20 and under,63,74,10000,650000
A. Bakayoko,Sierra Leone,Coventry City,Left,FWD,21 to 25,63,68,2000,500000
Montoro,Spain,UD Almería,Right,DEF,21 to 25,63,70,2000,425000
Tang Shi,China PR,Guangzhou Evergrande Taobao FC,Left,MID,21 to 25,63,70,3000,525000
S. Horemans,Belgium,Excelsior,Right,DEF,20 and under,63,74,3000,550000
J. Rodríguez,Argentina,San Martín de San Juan,Right,DEF,21 to 25,63,70,2000,450000
O. Tounkara,France,La Berrichonne de Châteauroux,Right,FWD,25 to 30,63,63,2000,375000
Choi Jae Soo,Korea Republic,Gyeongnam FC,Left,DEF,31 to 35,63,63,1000,80000
J. McNerney,England,Crawley Town,Right,DEF,25 to 30,63,64,2000,325000
N. Fujita,Japan,Vissel Kobe,Right,MID,31 to 35,63,63,2000,325000
D. Giraldo,Colombia,Rionegro Águilas,Right,MID,20 and under,63,77,1000,725000
J. Flores,England,Östersunds FK,Right,MID,21 to 25,63,71,8000,525000
S. Gbegnon,Togo,AS Béziers,Right,MID,25 to 30,63,67,1000,400000
G. Rogers,Republic of Ireland,Dundalk,Right,GK,Over 35,63,63,1000,50000
Maximiano,Brazil,Minnesota United FC,Right,MID,21 to 25,63,71,1000,475000
M. Al Dhaw,Sudan,Ohod Club,Right,MID,21 to 25,63,66,4000,475000
K. Despodov,Bulgaria,,Right,MID,21 to 25,63,71,0,0
T. Schilk,Germany,Hallescher FC,Right,DEF,25 to 30,63,65,1000,375000
A. Sharahili,Saudi Arabia,Al Hilal,Left,DEF,21 to 25,63,71,5000,475000
S. Pawłowski,Poland,Zagłębie Sosnowiec,Right,MID,31 to 35,63,63,1000,325000
K. Schwertfeger,Germany,KFC Uerdingen 05,Right,MID,25 to 30,63,63,2000,290000
E. Baldini,Italy,Ascoli,Right,FWD,21 to 25,63,74,1000,625000
O. Framelin,Cameroon,CD Nacional,Right,GK,21 to 25,63,69,1000,375000
T. Conechny,Argentina,Portland Timbers,Left,FWD,20 and under,63,78,3000,825000
K. Osyra,Poland,Miedź Legnica,Right,DEF,21 to 25,63,68,1000,425000
F. Cernuto,Italy,Venezia FC,Right,DEF,25 to 30,63,66,1000,375000
N. Pierini,Italy,Spezia,Right,FWD,20 and under,63,81,5000,800000
R. Uldrikis,Latvia,FC Sion,Right,FWD,20 and under,63,78,5000,825000
P. Wilson,Sweden,GIF Sundsvall,Right,FWD,21 to 25,63,73,1000,600000
A. Dijksteel,Netherlands,Charlton Athletic,Right,DEF,21 to 25,63,74,2000,550000
S. Pérez,Chile,CD Palestino,Right,GK,25 to 30,63,64,1000,290000
S. Larsen,Norway,IK Start,Right,DEF,25 to 30,63,63,1000,270000
F. Barrientos,Chile,CD Palestino,Right,MID,21 to 25,63,76,1000,700000
J. Putze,Germany,VfL Sportfreunde Lotte,Right,MID,21 to 25,63,68,1000,425000
A. Al Sulayhim,Saudi Arabia,Al Shabab,Right,MID,21 to 25,63,68,5000,425000
Wanderson,Brazil,Jeonnam Dragons,Left,MID,25 to 30,63,63,2000,350000
L. García,Colombia,Sevilla FC,Right,GK,20 and under,63,72,2000,425000
S. Pino,Chile,CD Universidad de Concepción,Right,FWD,21 to 25,63,69,1000,525000
Y. Matsushita,Japan,Vissel Kobe,Left,MID,21 to 25,63,68,2000,500000
L. Rath,Austria,SV Mattersburg,Left,DEF,25 to 30,63,65,4000,375000
E. Mjelde,Norway,Sandefjord Fotball,Left,MID,31 to 35,63,63,1000,180000
D. Buchanan,Northern Ireland,Northampton Town,Left,DEF,31 to 35,63,63,3000,200000
P. Pomykal,United States,FC Dallas,Left,MID,20 and under,63,78,1000,750000
J. O'Brien,Scotland,Bradford City,Right,MID,25 to 30,63,63,3000,350000
Y. Tanaka,Japan,Cerezo Osaka,Right,DEF,31 to 35,63,63,2000,200000
B. Babiarz,Poland,Zagłębie Sosnowiec,Right,MID,25 to 30,63,63,1000,290000
M. Sans,France,Chamois Niortais Football Club,Right,DEF,25 to 30,63,63,1000,270000
Fran Cruz,Spain,Miedź Legnica,Right,DEF,25 to 30,63,63,1000,300000
S. Sama,Germany,Heracles Almelo,Right,DEF,21 to 25,63,68,2000,425000
D. Wiebe,Germany,SC Preußen Münster,Right,MID,21 to 25,63,66,1000,400000
Juan Hernández,Spain,Cádiz CF,Left,MID,21 to 25,63,68,4000,500000
M. Spelmann,Denmark,Aarhus GF,Right,MID,31 to 35,63,63,3000,325000
J. Beyer,Germany,Borussia Mönchengladbach,Right,DEF,20 and under,63,80,2000,675000
S. Robinson,Scotland,Livingston FC,Right,FWD,25 to 30,63,64,2000,425000
O. Berg,Norway,GIF Sundsvall,Right,MID,21 to 25,63,68,1000,475000
J. Arctander Moe,Norway,Stabæk Fotball,Left,DEF,21 to 25,63,72,1000,475000
T. Hagn,Germany,SpVgg Unterhaching,Left,MID,21 to 25,63,68,1000,500000
H. Camara,Saudi Arabia,Al Qadisiyah,Right,FWD,20 and under,63,77,3000,825000
Alberto Espeso,Spain,Real Sporting de Gijón,Left,DEF,20 and under,63,75,1000,575000
Kim Gun Hee,Korea Republic,Sangju Sangmu FC,Right,FWD,21 to 25,63,69,2000,525000
S. Schimmer,Germany,SpVgg Unterhaching,Right,FWD,21 to 25,63,67,1000,500000
Paulo Vitor,Brazil,Albacete BP,Right,FWD,20 and under,63,80,1000,800000
David Alba,Spain,Getafe CF,Right,DEF,20 and under,63,74,2000,550000
R. Hedges,Wales,Barnsley,Left,MID,21 to 25,63,72,2000,575000
T. Moore,England,Southend United,Right,DEF,21 to 25,63,72,5000,500000
W. Viitala,Finland,Malmö FF,Right,GK,25 to 30,63,68,1000,350000
A. Al Najjar,Saudi Arabia,Al Ittihad,Right,MID,21 to 25,63,75,5000,650000
Gonzalo Pereira,Spain,CF Reus Deportiu,Right,DEF,21 to 25,63,71,1000,475000
M. Ristl,Germany,VfR Aalen,Right,MID,21 to 25,63,70,1000,450000
J. Lungi Sørensen,Denmark,Esbjerg fB,Right,MID,20 and under,63,74,2000,625000
D. Tshiembe,Denmark,Hamilton Academical FC,Right,DEF,25 to 30,63,66,2000,375000
I. De Santis,Italy,Ascoli,Right,DEF,21 to 25,63,75,1000,575000
L. Krogh Gerson,Luxembourg,IFK Norrköping,Right,DEF,25 to 30,63,63,2000,300000
V. Bindia,Senegal,Sandefjord Fotball,Right,DEF,25 to 30,63,63,1000,290000
A. Ferati,Germany,Hamburger SV,Left,MID,20 and under,63,74,2000,625000
M. Penney,England,Sheffield Wednesday,Left,DEF,20 and under,63,79,4000,725000
A. Ibrahimaj,Germany,KFC Uerdingen 05,Right,MID,25 to 30,63,63,2000,400000
R. Lamie,Scotland,Livingston FC,Left,DEF,21 to 25,63,68,1000,400000
J. Smith,England,Crawley Town,Right,MID,31 to 35,63,63,2000,325000
D. Soto,Chile,CD Universidad de Concepción,Left,DEF,20 and under,63,78,1000,700000
T. Vincensini,France,Valenciennes FC,Right,GK,21 to 25,63,69,1000,375000
A. Al Barakah,Saudi Arabia,Al Fayha,Right,MID,25 to 30,63,63,4000,300000
D. Barreto,Paraguay,Alianza Petrolera,Right,MID,21 to 25,63,67,1000,475000
A. Andrianarimanana,Madagascar,Kaizer Chiefs,Right,MID,25 to 30,63,64,1000,425000
Ricardo Schutte,Portugal,Rio Ave FC,Right,FWD,20 and under,63,72,2000,575000
D. Jubitana,Belgium,Waasland-Beveren,Left,MID,20 and under,63,75,1000,650000
M. Salas,Argentina,CD O'Higgins,Left,MID,20 and under,63,73,1000,600000
C. Dummigan,Northern Ireland,Oldham Athletic,Right,DEF,21 to 25,63,72,3000,475000
R. Córdoba,Colombia,Jaguares de Córdoba,Right,DEF,25 to 30,63,64,1000,325000
C. Lindquist,Norway,Strømsgodset IF,Right,DEF,21 to 25,63,71,1000,450000
S. Donnellan,Republic of Ireland,Yeovil Town,Right,DEF,21 to 25,63,71,1000,475000
D. Kozica,Sweden,Djurgårdens IF,Right,MID,21 to 25,63,66,1000,475000
T. Ephestion,France,US Orléans Loiret Football,Left,MID,21 to 25,63,70,1000,500000
W. Jordán,Colombia,Itagüí Leones FC,Right,FWD,25 to 30,63,63,1000,400000
F. Jagiełło,Poland,Zagłębie Lubin,Right,MID,20 and under,63,71,1000,550000
H. Storbæk,Norway,Sandefjord Fotball,Right,MID,31 to 35,63,63,1000,280000
M. Mandron,France,Colchester United,Left,FWD,21 to 25,63,70,3000,525000
Robert Costa,Spain,RC Celta,Right,DEF,21 to 25,63,72,3000,500000
Borja Fernández,Spain,Miedź Legnica,Right,MID,21 to 25,63,72,1000,550000
Jang Dae Hee,Korea Republic,Jeonnam Dragons,Right,GK,21 to 25,63,71,1000,400000
M. Barreiro,Argentina,Atlético Huila,Right,FWD,31 to 35,63,63,1000,230000
Kang Ji Hoon,Korea Republic,Gangwon FC,Right,DEF,21 to 25,63,73,1000,525000
M. Rasmussen,Norway,FC Nordsjælland,Left,FWD,20 and under,63,70,3000,525000
F. Barboza,Argentina,Argentinos Juniors,Right,FWD,21 to 25,63,75,2000,650000
Fábio Ferreira,Portugal,Perth Glory,Right,MID,25 to 30,63,63,2000,350000
Lee Jin Hyun,Korea Republic,Pohang Steelers,Left,MID,20 and under,63,73,1000,600000
L. Meisl,Austria,SKN St. Pölten,Right,DEF,20 and under,63,75,3000,575000
F. Lepore,Italy,Lecce,Right,DEF,31 to 35,63,63,1000,200000
A. Bah,Denmark,SønderjyskE,Right,MID,20 and under,63,75,2000,650000
F. Coniglio,Argentina,Club Atlético Lanús,Right,FWD,25 to 30,63,64,4000,450000
J. Hjorth,Denmark,Vendsyssel FF,Right,DEF,21 to 25,63,72,2000,500000
E. Frederiksen,Denmark,SC Heerenveen,Left,MID,20 and under,63,77,1000,725000
G. Ingrosso,Italy,Ascoli,Right,DEF,25 to 30,63,64,1000,325000
Ander Cantero,Spain,CF Rayo Majadahonda,Left,GK,21 to 25,63,70,3000,375000
Bae Ki Jong,Korea Republic,Gyeongnam FC,Right,FWD,31 to 35,63,63,1000,160000
Jorge Félix,Spain,Piast Gliwice,Right,MID,25 to 30,63,63,2000,400000
H. Akino,Japan,Shonan Bellmare,Left,MID,21 to 25,63,70,2000,450000
A. Layouni,Sweden,FK Bodø/Glimt,Left,FWD,21 to 25,63,64,1000,450000
J. Salazar,Colombia,Millonarios FC,Right,MID,21 to 25,63,78,1000,800000
M. Kallesøe,Denmark,Randers FC,Right,MID,21 to 25,63,73,2000,600000
L. Sierra,Colombia,Once Caldas,Right,MID,25 to 30,63,63,1000,270000
R. Guder,Germany,SV Wehen Wiesbaden,Right,FWD,21 to 25,63,69,2000,525000
S. Bywater,England,Burton Albion,Right,GK,Over 35,63,63,1000,20000
A. Bangoura,Guinea,Al Fateh,Right,MID,21 to 25,63,71,5000,550000
Chema,Spain,UD Almería,Right,MID,20 and under,63,75,1000,650000
O. Kudryk,Ukraine,Shakhtar Donetsk,Right,GK,21 to 25,63,73,1000,450000
D. Todorovic,Bosnia Herzegovina,FC Red Bull Salzburg,Right,DEF,21 to 25,63,74,4000,550000
D. Denić,Serbia,Rosenborg BK,Right,MID,21 to 25,63,73,1000,575000
P. Cowan-Hall,England,Wycombe Wanderers,Right,MID,25 to 30,63,63,2000,375000
P. McGinn,Scotland,St. Mirren,Right,MID,25 to 30,63,63,2000,300000
K. Bielik,Poland,Charlton Athletic,Right,DEF,20 and under,63,78,10000,725000
D. Hümmet,Turkey,Trelleborgs FF,Right,FWD,21 to 25,63,70,1000,525000
A. Mora,Mexico,Deportivo Toluca,Left,DEF,20 and under,63,71,3000,475000
K. Magennis,Scotland,St. Mirren,Right,MID,20 and under,63,78,1000,775000
J. Mountney,Republic of Ireland,Dundalk,Right,MID,21 to 25,63,66,1000,475000
P. Pflücke,Germany,KFC Uerdingen 05,Left,MID,21 to 25,63,74,1000,625000
N. Falasco,Italy,Perugia,Left,DEF,21 to 25,63,66,1000,375000
A. Skovgaard,Denmark,FC Nordsjælland,Left,DEF,21 to 25,63,73,2000,525000
F. Al Yamani,Saudi Arabia,Al Faisaly,Right,MID,25 to 30,63,63,5000,300000
C. Maboulou,Congo,AS Nancy Lorraine,Right,MID,25 to 30,63,63,2000,375000
R. McCabe,Scotland,Sligo Rovers,Right,MID,21 to 25,63,65,1000,450000
M. McNulty,Republic of Ireland,Cork City,Right,GK,Over 35,63,63,1000,20000
L. Corti,Argentina,San Martín de San Juan,Right,GK,Over 35,63,63,2000,20000
E. Parish,England,Dundee FC,Right,GK,25 to 30,63,64,1000,300000
R. Tongyik,Australia,Western Sydney Wanderers,Right,DEF,21 to 25,63,71,1000,475000
Bolaños,Spain,CD Tenerife,Right,MID,21 to 25,63,72,2000,550000
W. Meyiwa,South Africa,Kaizer Chiefs,Right,MID,20 and under,63,77,1000,750000
D. Reimann,Germany,Holstein Kiel,Right,GK,21 to 25,63,73,1000,450000
T. Heintz,Norway,Sarpsborg 08 FF,Right,MID,20 and under,63,74,1000,625000
K. Dermaku,Albania,Cosenza,Left,DEF,25 to 30,63,65,1000,375000
A. Mendes Moreira,Netherlands,FC Groningen,Left,MID,21 to 25,63,69,2000,500000
K. Seki,Japan,Vegalta Sendai,Right,GK,31 to 35,62,62,1000,170000
M. Doucouré,France,Borussia Mönchengladbach,Left,DEF,20 and under,62,79,3000,600000
S. Beusnard,France,AS Béziers,Right,MID,25 to 30,62,63,1000,350000
J. Kamber,Switzerland,Neuchâtel Xamax,Left,DEF,25 to 30,62,65,2000,300000
G. Mutombo,France,US Orléans Loiret Football,Right,DEF,21 to 25,62,70,1000,375000
B. Lubala,DR Congo,Birmingham City,Right,MID,20 and under,62,78,4000,675000
S. Zizzo,United States,Atlanta United,Right,DEF,31 to 35,62,62,1000,200000
A. Horwath,United States,Real Salt Lake,Right,GK,31 to 35,62,62,1000,180000
R. Healey,England,Milton Keynes Dons,Right,FWD,21 to 25,62,69,7000,425000
O. Muzayil,Saudi Arabia,Al Ittihad,Right,DEF,21 to 25,62,64,5000,300000
A. Taylor,England,Oldham Athletic,Left,DEF,31 to 35,62,62,3000,170000
A. Sosa,Argentina,Club Atlético Banfield,Right,DEF,20 and under,62,75,1000,475000
J. Cruz,Mexico,Tigres U.A.N.L.,Right,DEF,20 and under,62,73,3000,450000
Jordi Sánchez,Spain,CD Numancia,Right,FWD,21 to 25,62,68,2000,425000
Wan Houliang,China PR,Beijing Renhe FC,Right,DEF,31 to 35,62,62,2000,170000
J. Morrell,Wales,Bristol City,Right,MID,21 to 25,62,71,5000,475000
R. Macek,Czech Republic,FC Lugano,Right,MID,21 to 25,62,73,10000,525000
Idrisa Sambú,Portugal,Royal Excel Mouscron,Right,MID,20 and under,62,73,2000,525000
D. Steininger,Germany,SpVgg Greuther Fürth,Right,MID,21 to 25,62,70,2000,450000
M. Kuleli,Turkey,Çaykur Rizespor,Right,GK,20 and under,62,73,1000,400000
K. Duncan,United States,New York Red Bulls,Right,DEF,20 and under,62,74,1000,475000
M. Eskihellaç,Turkey,Yeni Malatyaspor,Right,MID,21 to 25,62,70,2000,450000
Bruno Michel,Brazil,Ohod Club,Left,MID,20 and under,62,74,2000,525000
L. Nolan,Northern Ireland,Accrington Stanley,Right,MID,21 to 25,62,66,1000,400000
H. Futami,Japan,Shimizu S-Pulse,Left,DEF,25 to 30,62,62,1000,260000
D. Otto,Germany,TSG 1899 Hoffenheim,Right,FWD,20 and under,62,81,3000,650000
Quique Cebriá,Spain,SD Eibar,Right,GK,21 to 25,62,71,2000,350000
D. Granli,Norway,Stabæk Fotball,Right,DEF,21 to 25,62,69,1000,375000
J. Vargas,Costa Rica,Deportes Tolima,Right,DEF,21 to 25,62,70,1000,375000
Túlio Nevinha,Brazil,Ceará Sporting Club,Right,DEF,25 to 30,62,62,3000,230000
D. Sappa,Argentina,Estudiantes de La Plata,Right,GK,21 to 25,62,71,2000,350000
N. Boxall,New Zealand,,Right,DEF,25 to 30,62,64,0,0
Emilio Bernad,Spain,Valencia CF,Right,GK,20 and under,62,76,1000,500000
Murilo Mendes,Brazil,Livorno,Right,FWD,21 to 25,62,69,1000,425000
J. Obrian,Colombia,Deportes Tolima,Right,MID,21 to 25,62,69,1000,425000
M. Nicolas,Germany,Borussia Mönchengladbach,Right,GK,20 and under,62,76,2000,550000
J. Möbius,Germany,Karlsruher SC,Right,MID,21 to 25,62,73,1000,525000
Thallyson,Brazil,Sint-Truidense VV,Left,DEF,25 to 30,62,63,2000,290000
C. Kobald,Austria,Karlsruher SC,Right,DEF,20 and under,62,71,1000,400000
J. Gray,England,Yeovil Town,Right,MID,21 to 25,62,67,2000,400000
S. Nelson,England,Yeovil Town,Right,GK,Over 35,62,62,1000,40000
D. Sołdecki,Poland,Arka Gdynia,Right,MID,31 to 35,62,62,1000,200000
M. Hongla,Cameroon,Granada CF,Right,DEF,20 and under,62,70,1000,400000
V. Dragomir,Romania,Perugia,Left,MID,20 and under,62,79,1000,650000
D. Schmidt,Japan,Vegalta Sendai,Right,GK,25 to 30,62,65,1000,260000
Ayala,Spain,CF Reus Deportiu,Right,DEF,21 to 25,62,70,1000,400000
N. Erlbeck,Germany,FC Carl Zeiss Jena,Left,MID,21 to 25,62,66,1000,375000
D. Gallagher,Scotland,Livingston FC,Right,DEF,25 to 30,62,64,1000,300000
M. Hauptmeijer,Netherlands,PEC Zwolle,Right,GK,21 to 25,62,72,1000,375000
A. Granlund,Finland,Örebro SK,Right,DEF,25 to 30,62,62,1000,240000
Kim Dong Min,Korea Republic,Incheon United FC,Right,DEF,21 to 25,62,67,1000,350000
F. Kusić,Serbia,FC Erzgebirge Aue,Right,DEF,21 to 25,62,72,1000,425000
A. Sorge,Germany,FSV Zwickau,Right,DEF,21 to 25,62,67,1000,350000
F. Venegas,Mexico,CD Everton de Viña del Mar,Left,DEF,20 and under,62,75,1000,500000
R. Shinzato,Japan,Júbilo Iwata,Right,DEF,25 to 30,62,63,1000,290000
Borja Estepa,Spain,Córdoba CF,Right,FWD,20 and under,62,75,1000,575000
M. Solheim,Norway,Hammarby IF,Right,DEF,25 to 30,62,62,1000,220000
G. Rea,Republic of Ireland,Luton Town,Right,MID,21 to 25,62,69,2000,375000
Rubén Mesa,Spain,Villarreal CF,Right,FWD,25 to 30,62,65,5000,375000
M. Browne,England,Oxford United,Right,MID,20 and under,62,77,8000,675000
S. Morishita,Japan,Júbilo Iwata,Right,DEF,31 to 35,62,62,1000,170000
O. Kabak,Turkey,Galatasaray SK,Right,DEF,20 and under,62,77,3000,575000
A. Pikk,Estonia,Miedź Legnica,Left,DEF,21 to 25,62,66,1000,325000
N. Espinoza,Chile,San Luis de Quillota,Right,GK,21 to 25,62,71,1000,350000
A. Ahmed,Sweden,Dalkurd FF,Right,MID,25 to 30,62,62,1000,290000
H. Bilal,Turkey,Kasimpaşa SK,Left,MID,20 and under,62,74,2000,550000
J. Soto,Chile,Club Deportes Temuco,Right,DEF,25 to 30,62,64,1000,300000
M. Léris,France,Chievo Verona,Right,FWD,20 and under,62,76,2000,675000
M. Maier,Austria,FC Admira Wacker Mödling,Right,MID,21 to 25,62,69,2000,425000
F. Hornby,Scotland,Everton,Right,FWD,20 and under,62,81,7000,625000
F. Adu Kwame,Ghana,Miedź Legnica,Left,DEF,31 to 35,62,62,1000,120000
M. Hamoud,Norway,Strømsgodset IF,Right,DEF,31 to 35,62,62,1000,120000
I. Alba,Colombia,Once Caldas,Left,DEF,21 to 25,62,66,1000,325000
A. López,Netherlands,KSV Cercle Brugge,Right,FWD,20 and under,62,75,5000,575000
A. Akinyemi,Nigeria,IK Start,Right,FWD,20 and under,62,76,1000,650000
M. Gutiérrez,Uruguay,CD O'Higgins,Right,MID,25 to 30,62,63,1000,350000
G. Diaz,Chile,Club Deportes Temuco,Left,DEF,21 to 25,62,66,1000,325000
R. ten Hove,Netherlands,Feyenoord,Right,GK,20 and under,62,75,1000,475000
Pedro Neto,Portugal,Lazio,Left,FWD,20 and under,62,79,1000,625000
C. Fagan,Republic of Ireland,St. Patrick's Athletic,Right,FWD,25 to 30,62,62,1000,300000
M. Clayton,England,Blackpool,Right,FWD,21 to 25,62,69,2000,425000
M. Litka,Germany,KFC Uerdingen 05,Left,MID,21 to 25,62,72,3000,500000
J. McGing,Australia,Central Coast Mariners,Right,DEF,21 to 25,62,66,1000,325000
J. Jiménez,Colombia,Atlético Bucaramanga,Right,MID,21 to 25,62,70,1000,375000
Li Peng,China PR,Shanghai Greenland Shenhua FC,Right,DEF,25 to 30,62,64,3000,300000
Carlos Gracia,Spain,GIF Sundsvall,Right,DEF,21 to 25,62,68,1000,350000
R. Hernández,Venezuela,Stabæk Fotball,Right,DEF,20 and under,62,76,1000,600000
E. Yeşilyurt,Germany,Sivasspor,Right,MID,21 to 25,62,65,2000,375000
A. Jones,England,St. Mirren,Right,DEF,20 and under,62,74,5000,475000
G. Piscitella,Italy,Carpi,Right,FWD,21 to 25,62,63,1000,350000
Samuel Manchón,Spain,Extremadura UD,Right,MID,21 to 25,62,74,1000,550000
H. Silveira,Uruguay,Club Atlético Tigre,Right,FWD,21 to 25,62,67,3000,400000
Andrés Martín,Spain,Córdoba CF,Right,FWD,20 and under,62,78,1000,625000
J. Labadie,England,Newport County,Right,MID,25 to 30,62,62,2000,300000
P. Kristensen,Denmark,Aalborg BK,Right,DEF,31 to 35,62,62,2000,200000
D. Agyei,England,Burnley,Left,FWD,21 to 25,62,71,7000,475000
N. Fofana,France,La Berrichonne de Châteauroux,Right,DEF,25 to 30,62,62,1000,240000
A. Golec,Australia,Central Coast Mariners,Left,DEF,25 to 30,62,62,1000,250000
C. Pérez,Colombia,Alianza Petrolera,Right,DEF,21 to 25,62,73,1000,450000
S. Hendrie,Scotland,Southend United,Left,DEF,21 to 25,62,66,2000,325000
J. Porsan-Clémenté,France,Montpellier HSC,Right,FWD,20 and under,62,70,4000,450000
F. Valenčič,Slovenia,Stabæk Fotball,Left,MID,25 to 30,62,65,1000,375000
K. Marsh-Brown,England,Newport County,Right,MID,21 to 25,62,63,2000,350000
P. Retre,Australia,Sydney FC,Right,MID,21 to 25,62,64,2000,300000
G. Woods,England,Hamilton Academical FC,Right,GK,25 to 30,62,63,1000,240000
M. Konradsen,Norway,FK Bodø/Glimt,Right,MID,21 to 25,62,70,1000,450000
R. Hardie,Scotland,Livingston FC,Right,FWD,21 to 25,62,74,7000,550000
S. Gronsveld,Netherlands,FC Emmen,Right,DEF,21 to 25,62,70,1000,375000
L. Dodds,England,Port Vale,Right,FWD,31 to 35,62,62,3000,270000
M. Shabani,Germany,FC Bayern München,Right,MID,20 and under,62,75,5000,575000
J. McGlashan,England,Swindon Town,Right,MID,25 to 30,62,62,3000,290000
T. Soares,England,AFC Wimbledon,Right,MID,31 to 35,62,62,2000,260000
S. Dawson,Republic of Ireland,Bury,Right,MID,31 to 35,62,62,3000,230000
T. Matsuura,Japan,Júbilo Iwata,Right,FWD,25 to 30,62,62,1000,300000
D. Pelivan,Germany,SG Sonnenhof Großaspach,Right,MID,21 to 25,62,71,1000,400000
B. Heneghan,England,Blackpool,Right,DEF,21 to 25,62,68,2000,350000
M. Agger,Denmark,Sarpsborg 08 FF,Right,FWD,21 to 25,62,64,1000,375000
B. Waters,England,Northampton Town,Right,MID,21 to 25,62,65,3000,375000
N. Delgadillo,Argentina,Vélez Sarsfield,Left,FWD,20 and under,62,76,2000,675000
T. Campanini,France,GFC Ajaccio,Right,DEF,20 and under,62,70,1000,375000
M. Raynov,Bulgaria,,Right,MID,25 to 30,62,66,0,0
K. Larson,Sweden,IK Sirius,Right,DEF,25 to 30,62,63,1000,290000
A. Boupendza,Gabon,GFC Ajaccio,Right,FWD,21 to 25,62,72,5000,500000
J. Hernández,Venezuela,Atlanta United,Left,DEF,21 to 25,62,71,1000,400000
R. Mahazi,Australia,Western Sydney Wanderers,Right,MID,25 to 30,62,65,2000,325000
S. Kurt,Germany,Hertha BSC,Left,MID,21 to 25,62,68,3000,425000
